started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-01-01 19:58:50.512000+00:00,2023-01-01 20:11:13.133000+00:00,742,444,AHO,langs Maridalsveien,59.925265,10.750462,425,Adamstuen,ved trikkestoppen,59.932792,10.734457
2023-01-01 20:34:26.038000+00:00,2023-01-01 20:40:22.202000+00:00,356,514,Sofienberggata,ved Sars gate,59.9212063,10.7699892,377,Tøyenparken,ved Caltexløkka,59.915667,10.7775665
2023-01-01 20:48:19.281000+00:00,2023-01-01 21:43:59.665000+00:00,3340,599,Paléhaven,langs Strandgata,59.910331,10.75011,381,Grønlands torg,ved Tøyenbekken,59.91252,10.76224
2023-01-01 20:48:32.894000+00:00,2023-01-01 20:53:29.278000+00:00,296,468,Skillebekk,langs Drammensveien,59.912793405455375,10.710103028570302,563,Huitfeldts gate,ved Observatoriegata,59.9126844,10.7229003
2023-01-01 21:10:37.592000+00:00,2023-01-01 21:37:47.179000+00:00,1629,420,Bjølsendumpa,langs Treschows gate,59.94032925181832,10.766136667493829,383,Arkitekt Rivertz Plass,langs Uelands gate,59.934936,10.749466
2023-01-01 21:16:33.711000+00:00,2023-01-01 21:29:18.568000+00:00,764,451,Suhms gate,ved Oslo døvekirke,59.929419,10.726195,456,Frognerstranda,ved Kongen Marina,59.9103558,10.7051061
2023-01-01 21:53:07.547000+00:00,2023-01-01 21:55:54.137000+00:00,166,2334,Nybrua holdeplass,Vest for Storgata der den krysser Hausmanns gate,59.916544926082935,10.757428972017067,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095
2023-01-01 21:53:13.802000+00:00,2023-01-01 22:01:45.091000+00:00,511,609,Fred Olsens gate,ved Karl Johans gate,59.9110506,10.7493737,424,Birkelunden,langs Seilduksgata,59.9256113,10.760926
2023-01-01 22:04:15.010000+00:00,2023-01-01 22:14:34.746000+00:00,619,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,487,Carl Berners plass nord,ved Hasleveien,59.926929,10.776971
2023-01-01 22:44:45.615000+00:00,2023-01-01 22:55:30.132000+00:00,644,389,Pilestredet Studenthus,ved Stensberggata,59.9205528,10.7342854,2315,Rostockgata,utenfor Bjørvika visningssenter,59.90691970255054,10.760311802881915
2023-01-01 23:07:39.433000+00:00,2023-01-01 23:12:11.543000+00:00,272,456,Frognerstranda,ved Kongen Marina,59.9103558,10.7051061,534,Filipstadveien,langs busslommen,59.9102277,10.7208788
2023-01-01 23:09:03.461000+00:00,2023-01-01 23:13:29.772000+00:00,266,448,Oslo Plaza,ved rundkjøringen,59.91218291295141,10.7544337247013,483,Hausmanns gate,ved Røde Kors,59.915451,10.758328
2023-01-01 23:15:11.355000+00:00,2023-01-01 23:35:08.009000+00:00,1196,483,Hausmanns gate,ved Røde Kors,59.915451,10.758328,380,Bentsebrugata,rett over busstoppet,59.93923,10.75917
